SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,SalesPersonID,TerritoryID,BillToAddressID,ShipToAddressID,ShipMethodID,CreditCardID,CreditCardApprovalCode,CurrencyRateID,SubTotal,TaxAmt,Freight,TotalDue,Comment,rowguid,ModifiedDate
27275,3,2008-05-19,2008-05-31,2008-05-26,5,1,SO27275,,10-4030-020883,20883,,7,25486,25486,1,15459,142329Vi79840,,1149.47,91.9576,28.7368,1270.1644,,FF5AB60F-2EB7-447A-A84C-98476FE52265,2008-05-26
29102,3,2008-06-12,2008-06-24,2008-06-19,5,1,SO29102,,10-4030-025789,25789,,7,19037,19037,1,1552,828124Vi7936,,25.48,2.0384,0.637,28.1554,,74191FBB-2F1E-4291-BC6E-02EEAA07F6BB,2008-06-19
14892,3,2007-11-25,2007-12-07,2007-12-02,5,1,SO14892,,10-4030-011287,11287,,6,25057,25057,1,18822,421360Vi97785,10019,67.93,5.4344,1.6983,75.0627,,4C210EBB-A189-4502-99B8-E525BE0088CE,2007-12-02
30106,3,2008-06-25,2008-07-07,2008-07-02,5,1,SO30106,,10-4030-016348,16348,,9,20184,20184,1,1311,439704Vi6675,12360,2339.97,187.1976,58.4993,2585.6669,,7FDDCEBD-DFE0-460F-9CA2-0CB8B0FC73C0,2008-07-02
31448,3,2008-07-31,2008-08-12,2008-08-07,5,1,SO31448,,10-4030-014474,14474,,4,17877,17877,1,907,325871Vi4617,,7.28,0.5824,0.182,8.0444,,70FC23A0-F75D-4406-A751-267DBF4DCF15,2008-08-07
14355,3,2007-11-15,2007-11-27,2007-11-22,5,1,SO14355,,10-4030-025185,25185,,4,18197,18197,1,18765,440507Vi97509,,2453.04,196.2432,61.326,2710.6092,,B132D28F-8F25-4162-91F1-06280C19C4AA,2007-11-22
21057,3,2008-02-22,2008-03-05,2008-02-29,5,1,SO21057,,10-4030-025617,25617,,7,14242,14242,1,1279,1237667Vi6490,,1249.84,99.9872,31.246,1381.0732,,D6CE9782-3093-4F7B-B387-1972D71F40CB,2008-02-29
28900,3,2008-06-09,2008-06-21,2008-06-16,5,1,SO28900,,10-4030-027697,27697,,9,13439,13439,1,4740,238755Vi24855,12184,1120.49,89.6392,28.0123,1238.1415,,71305FAC-AD78-4192-B09C-30CCCB0261DC,2008-06-16
18424,3,2008-01-14,2008-01-26,2008-01-21,5,1,SO18424,,10-4030-022788,22788,,4,14177,14177,1,13380,240944Vi69335,,603.96,48.3168,15.099,667.3758,,944751FE-F022-4A2C-905A-80CCB459A8A3,2008-01-21
18466,3,2008-01-15,2008-01-27,2008-01-22,5,1,SO18466,,10-4030-024871,24871,,7,25587,25587,1,1898,428601Vi9836,,35.72,2.8576,0.893,39.4706,,FCE965D4-4DD4-4D94-B7AB-559D5884C243,2008-01-22
22758,3,2008-03-18,2008-03-30,2008-03-25,5,1,SO22758,,10-4030-027707,27707,,9,21421,21421,1,18360,538810Vi95412,11271,561.48,44.9184,14.037,620.4354,,00EBF5C1-BF5C-4403-AC25-F7FCAF15FFE2,2008-03-25
15328,3,2007-12-01,2007-12-13,2007-12-08,5,0,SO15328,PO17226183653,10-4020-000561,29508,275,4,619,619,5,3787,37397Vi19939,,356.898,35.2139,11.0044,403.1163,,15D01C73-710E-4C5E-BB49-E3969A806214,2007-12-08
18616,3,2008-01-17,2008-01-29,2008-01-24,5,1,SO18616,,10-4030-017732,17732,,9,24950,24950,1,2340,238897Vi12203,10600,1174.48,93.9584,29.362,1297.8004,,D71AB332-E635-44BA-8F90-D7492FEEF4E3,2008-01-24
31131,3,2008-07-21,2008-08-02,2008-07-28,5,1,SO31131,,10-4030-014056,14056,,9,28546,28546,1,14019,1018117Vi72709,,78.98,6.3184,1.9745,87.2729,,9065597D-E8DF-463D-98AE-046F041ED337,2008-07-28
21846,3,2008-03-04,2008-03-16,2008-03-11,5,1,SO21846,,10-4030-017248,17248,,9,28908,28908,1,4370,1016161Vi22918,11117,804.48,64.3584,20.112,888.9504,,2ABFB78E-035D-4C65-BADC-14DEC5F4F7B8,2008-03-11
21635,3,2008-03-01,2008-03-13,2008-03-08,5,0,SO21635,PO174134614,10-4020-000277,29781,276,4,1035,1035,5,16754,127361Vi86783,,3128.7791,299.9055,93.7205,3522.4051,,40BF8ADE-3823-48BD-AC4F-F534004289A5,2008-03-08
19209,3,2008-01-27,2008-02-08,2008-02-03,5,1,SO19209,,10-4030-012710,12710,,6,13560,13560,1,3410,340466Vi17949,10712,2419.06,193.5248,60.4765,2673.0613,,E4C6ECE6-8C9F-46CE-97F2-0F2BB6943809,2008-02-03
22360,3,2008-03-12,2008-03-24,2008-03-19,5,1,SO22360,,10-4030-018132,18132,,7,16163,16163,1,9871,1016493Vi50870,,2334.97,186.7976,58.3743,2580.1419,,4C9B460A-C324-4DBF-B2AF-3B80A9077DB4,2008-03-19
5786,3,2007-03-01,2007-03-13,2007-03-08,5,0,SO5786,PO261147999,10-4020-000647,30106,275,4,630,630,5,7160,95026Vi37174,,6509.2516,627.8522,196.2038,7333.3076,,8C539058-CAF4-4548-93CB-0DB10E8AECE4,2007-03-08
20079,3,2008-02-07,2008-02-19,2008-02-14,5,1,SO20079,,10-4030-011034,11034,,9,18711,18711,1,4693,139877Vi24602,10831,2294.99,183.5992,57.3748,2535.964,,936D8732-E537-4C86-9C72-DFF9EAFFFAD2,2008-02-14
24624,3,2008-04-15,2008-04-27,2008-04-22,5,1,SO24624,,10-4030-015455,15455,,7,25332,25332,1,12576,820228Vi65075,,655.94,52.4752,16.3985,724.8137,,C082153A-2865-4F39-A255-2608BD6058ED,2008-04-22
15418,3,2007-12-01,2007-12-13,2007-12-08,5,0,SO15418,PO9744156348,10-4020-000098,29678,279,5,918,918,5,15829,18769Vi81822,,4331.352,413.9397,129.3561,4874.6478,,9C189BAE-5C8C-4258-966B-28A1F62880AB,2007-12-08
12199,3,2007-10-09,2007-10-21,2007-10-16,5,1,SO12199,,10-4030-029432,29432,,10,18602,18602,1,19064,437722Vi99040,9505,1307.31,104.5848,32.6828,1444.5776,,4889126F-61BE-4F12-8430-590E115EA68C,2007-10-16
28229,3,2008-06-01,2008-06-13,2008-06-08,5,0,SO28229,PO7018199757,10-4020-000695,29635,275,3,634,634,5,2270,117036Vi11861,,3678.816,342.6146,107.0671,4128.4977,,89979124-8883-4C56-B34B-DCC8752F51F8,2008-06-08
12146,3,2007-10-08,2007-10-20,2007-10-15,5,1,SO12146,,10-4030-024351,24351,,4,15974,15974,1,13805,340843Vi71563,,2393.06,191.4448,59.8265,2644.3313,,B0513A55-AD95-4580-804A-41EC71578417,2007-10-15
20009,3,2008-02-06,2008-02-18,2008-02-13,5,1,SO20009,,10-4030-012777,12777,,1,28015,28015,1,13616,336738Vi70563,,2322.28,185.7824,58.057,2566.1194,,742A0179-AC38-4E2C-AAE9-0E4BE588B9BD,2008-02-13
19176,3,2008-01-27,2008-02-08,2008-02-03,5,1,SO19176,,10-4030-011276,11276,,6,24521,24521,1,1246,321989Vi6323,10712,25.48,2.0384,0.637,28.1554,,9CB633A7-A130-4184-B060-045C6A47F0C0,2008-02-03
19904,3,2008-02-05,2008-02-17,2008-02-12,5,1,SO19904,,10-4030-015676,15676,,7,27275,27275,1,8041,1120330Vi41704,,2362.27,188.9816,59.0568,2610.3084,,4D717E9E-A436-4C3E-B0C6-D5CF58A9C727,2008-02-12
21060,3,2008-02-22,2008-03-05,2008-02-29,5,1,SO21060,,10-4030-027584,27584,,9,25269,25269,1,4683,338861Vi24538,10996,599.47,47.9576,14.9868,662.4144,,566BD8D1-F680-404D-93A6-8B67B1D39E50,2008-02-29
26116,3,2008-05-03,2008-05-15,2008-05-10,5,1,SO26116,,10-4030-017225,17225,,10,23524,23524,1,18216,937838Vi94474,11782,2483.03,198.6424,62.0758,2743.7482,,E2ABC8D2-0EE6-4D6B-8FBC-369795073B16,2008-05-10
9740,3,2007-08-31,2007-09-12,2007-09-07,5,1,SO9740,,10-4030-023413,23413,,9,11739,11739,1,13701,716147Vi70987,9071,1174.48,93.9584,29.362,1297.8004,,B0BBCB04-DAFE-4C75-820D-A59340619889,2007-09-07
24250,3,2008-04-09,2008-04-21,2008-04-16,5,1,SO24250,,10-4030-016538,16538,,8,26706,26706,1,14916,519352Vi77271,,2478.34,198.2672,61.9585,2738.5657,,FA470CD9-574C-47A6-87A4-91907F6F8BF5,2008-04-16
27085,3,2008-05-16,2008-05-28,2008-05-23,5,1,SO27085,,10-4030-028520,28520,,7,26860,26860,1,10716,642359Vi55331,,1155.48,92.4384,28.887,1276.8054,,14394A01-1F4A-492E-A6F2-5AB507EE68E9,2008-05-23
12448,3,2007-10-14,2007-10-26,2007-10-21,5,1,SO12448,,10-4030-012918,12918,,4,17858,17858,1,13914,1137510Vi72160,,2319.99,185.5992,57.9998,2563.589,,E9B7A495-26AD-4A3E-8BB1-4EAE27A6368B,2007-10-21
12253,3,2007-10-10,2007-10-22,2007-10-17,5,1,SO12253,,10-4030-014108,14108,,6,14763,14763,1,12140,1036745Vi62762,9513,839.48,67.1584,20.987,927.6254,,BE8ED828-401C-436D-9478-F8AD3BD987DB,2007-10-17
4651,3,2006-12-01,2006-12-13,2006-12-08,5,0,SO4651,PO17226184242,10-4020-000561,29508,277,4,619,619,5,3787,35502Vi19939,,489.9805,46.7151,14.5985,551.2941,,6BF5FF0E-A563-420B-8706-AC43DC22746A,2006-12-08
3525,3,2006-08-14,2006-08-26,2006-08-21,5,1,SO3525,,10-4030-015200,15200,,4,13570,13570,1,5929,333664Vi30918,,782.99,62.6392,19.5748,865.204,,99E540B7-DD35-4013-81A7-4C9F03FC2414,2006-08-21
13483,3,2007-11-01,2007-11-13,2007-11-08,5,0,SO13483,PO3625112721,10-4020-000666,29543,277,2,827,827,5,18295,67493Vi94982,,43072.692,4171.9943,1303.7482,48548.4345,,71E4F3EE-FFBB-407C-BB3B-C8CA5EA77D31,2007-11-08
8696,3,2007-08-10,2007-08-22,2007-08-17,5,1,SO8696,,10-4030-020138,20138,,8,24210,24210,1,8809,327365Vi45458,,119.96,9.5968,2.999,132.5558,,F25F9BFB-0E2F-4835-94B8-A73CA6A207E2,2007-08-17
17023,3,2007-12-24,2008-01-05,2007-12-31,5,1,SO17023,,10-4030-013999,13999,,4,14943,14943,1,14840,1236996Vi76859,,2294.99,183.5992,57.3748,2535.964,,3B1B2AF1-C415-4908-BA25-EEDE3DEDE014,2007-12-31
10928,3,2007-09-19,2007-10-01,2007-09-26,5,1,SO10928,,10-4030-018496,18496,,9,27061,27061,1,6231,916016Vi32370,9280,2543.44,203.4752,63.586,2810.5012,,80D2078C-093C-4478-9F9A-96BF74D5FC8D,2007-09-26
4931,3,2006-12-18,2006-12-30,2006-12-25,5,1,SO4931,,10-4030-017646,17646,,7,26546,26546,1,2266,331298Vi11843,,1000.4375,80.035,25.0109,1105.4834,,76C0D56E-A3EE-4D62-B945-F91F197B967F,2006-12-25
6097,3,2007-03-23,2007-04-04,2007-03-30,5,1,SO6097,,10-4030-014305,14305,,9,18373,18373,1,3429,1032881Vi18069,7300,2049.0982,163.9279,51.2275,2264.2536,,B09D6AB8-5D44-454E-9E55-557946C27BF6,2007-03-30
11275,3,2007-09-25,2007-10-07,2007-10-02,5,1,SO11275,,10-4030-023415,23415,,9,18638,18638,1,3960,216152Vi20844,9346,1145.48,91.6384,28.637,1265.7554,,7BA26734-5037-4AF6-8788-C3EC944A69DB,2007-10-02
24693,3,2008-04-16,2008-04-28,2008-04-23,5,1,SO24693,,10-4030-011166,11166,,1,21511,21511,1,12794,220842Vi66181,,47.97,3.8376,1.1993,53.0069,,CE7FD4AD-521B-41ED-A814-FBC349185377,2008-04-23
14873,3,2007-11-24,2007-12-06,2007-12-01,5,1,SO14873,,10-4030-023121,23121,,9,23844,23844,1,842,138211Vi4280,10006,1700.99,136.0792,42.5248,1879.594,,07565DE9-8B56-458E-9A4B-A160B006575C,2007-12-01
12978,3,2007-10-24,2007-11-05,2007-10-31,5,1,SO12978,,10-4030-015859,15859,,6,12975,12975,1,3212,529676Vi16914,9667,24.27,1.9416,0.6068,26.8184,,98A4EE92-0F16-41F4-988E-84353C6AA919,2007-10-31
16904,3,2007-12-23,2008-01-04,2007-12-30,5,1,SO16904,,10-4030-014192,14192,,7,29211,29211,1,,,,2369.96,189.5968,59.249,2618.8058,,CC82C13F-8B87-4837-8382-C41F629E218F,2007-12-30
27459,3,2008-05-22,2008-06-03,2008-05-29,5,1,SO27459,,10-4030-014586,14586,,6,28527,28527,1,10132,123956Vi52233,11988,69.97,5.5976,1.7493,77.3169,,2ED10C5E-8E4D-4279-8A7B-58BFE63A98DB,2008-05-29
2069,3,2006-03-23,2006-04-04,2006-03-30,5,1,SO2069,,10-4030-011909,11909,,9,25665,25665,1,769,535265Vi3930,3285,3374.99,269.9992,84.3748,3729.364,,571E946D-CAF5-4B8B-861D-5B4FD785D996,2006-03-30
20290,3,2008-02-11,2008-02-23,2008-02-18,5,1,SO20290,,10-4030-016705,16705,,9,16773,16773,1,13642,1017332Vi70694,10875,34.98,2.7984,0.8745,38.6529,,3F01B0BB-302C-4753-ACBA-CE3D0E214DC6,2008-02-18
29271,3,2008-06-14,2008-06-26,2008-06-21,5,1,SO29271,,10-4030-021930,21930,,4,16099,16099,1,10947,641213Vi56462,,1233.96,98.7168,30.849,1363.5258,,8A47B10F-F731-4558-AD70-93566FAF3264,2008-06-21
15983,3,2007-12-08,2007-12-20,2007-12-15,5,1,SO15983,,10-4030-022293,22293,,4,20451,20451,1,14773,1041279Vi76574,,561.48,44.9184,14.037,620.4354,,2DD58739-5B22-4FB6-8F2C-FEC92D2EAFC9,2007-12-15
18866,3,2008-01-21,2008-02-02,2008-01-28,5,1,SO18866,,10-4030-022722,22722,,4,25294,25294,1,11728,640927Vi60667,,562.96,45.0368,14.074,622.0708,,1BC7E419-E2C3-40BA-8922-2345F1F8D430,2008-01-28
1663,3,2006-02-01,2006-02-13,2006-02-08,5,0,SO1663,PO3799119166,10-4020-000312,29522,276,4,1040,1040,5,17861,68016Vi92659,,61189.0793,5872.4749,1835.1484,68896.7026,,08AD15D4-2CFF-40C0-A4C3-FD82EE986303,2006-02-08
19334,3,2008-01-29,2008-02-10,2008-02-05,5,1,SO19334,,10-4030-025225,25225,,9,28883,28883,1,17717,738904Vi91928,10732,1129.48,90.3584,28.237,1248.0754,,50FCF26A-2714-4873-93DA-35EA5CB525FA,2008-02-05
24249,3,2008-04-09,2008-04-21,2008-04-16,5,1,SO24249,,10-4030-012359,12359,,9,28079,28079,1,14429,119266Vi74794,11513,24.49,1.9592,0.6123,27.0615,,62A925D2-6CA4-4C94-8936-5776860C0047,2008-04-16
30544,3,2008-07-02,2008-07-14,2008-07-09,5,1,SO30544,,10-4030-021278,21278,,1,19540,19540,1,3223,823889Vi16965,,14.98,1.1984,0.3745,16.5529,,4707E34B-0216-4F02-B2A0-054A4CD85661,2008-07-09
29906,3,2008-06-22,2008-07-04,2008-06-29,5,1,SO29906,,10-4030-026587,26587,,9,25897,25897,1,6560,639118Vi34086,12327,1137.43,90.9944,28.4358,1256.8602,,1CBFF7F2-1FDA-4C56-948C-46911C54FA7E,2008-06-29
26661,3,2008-05-11,2008-05-23,2008-05-18,5,1,SO26661,,10-4030-016452,16452,,10,17936,17936,1,7641,819492Vi39586,11870,889.45,71.156,22.2363,982.8423,,E2B88D1B-C684-40F4-B127-9412DA4523BA,2008-05-18
15842,3,2007-12-07,2007-12-19,2007-12-14,5,1,SO15842,,10-4030-014052,14052,,9,27405,27405,1,15050,1018701Vi77886,10149,58.98,4.7184,1.4745,65.1729,,EC32E4D1-6D63-4202-A778-CCB3347FC6E6,2007-12-14
25894,3,2008-05-01,2008-05-13,2008-05-08,5,0,SO25894,PO7917166419,10-4020-000401,29521,281,1,1054,1054,5,1660,78542Vi8518,,5074.368,476.8146,149.0045,5700.1871,,A16E1644-B027-4827-8806-5DAA415F4786,2008-05-08
9837,3,2007-09-01,2007-09-13,2007-09-08,5,0,SO9837,PO13050166548,10-4020-000160,29644,282,10,643,643,5,6468,16072Vi33565,9087,4098.648,393.5136,122.973,4615.1346,,9BC5D5A8-8147-453F-9F86-6389DBDC2D51,2007-09-08
20691,3,2008-02-17,2008-02-29,2008-02-24,5,1,SO20691,,10-4030-012022,12022,,1,26237,26237,1,17,429828Vi56,,37.29,2.9832,0.9323,41.2055,,BAE05B38-EF83-4E3F-B27A-5C9FC7F17AD7,2008-02-24
3253,3,2006-07-30,2006-08-11,2006-08-06,5,1,SO3253,,10-4030-024832,24832,,6,20257,20257,1,6001,1233123Vi31209,4706,2181.5625,174.525,54.5391,2410.6266,,E8C34E7C-FD05-40C6-A30F-4EA3C287B405,2006-08-06
6382,3,2007-04-15,2007-04-27,2007-04-22,5,1,SO6382,,10-4030-015043,15043,,9,29201,29201,1,,,7553,2071.4196,165.7136,51.7855,2288.9187,,204FB8F8-8BD5-473F-9D80-BD83E926BFC9,2007-04-22
15307,3,2007-12-01,2007-12-13,2007-12-08,5,0,SO15307,PO1073148351,10-4020-000284,29687,288,8,730,730,5,10553,86592Vi54388,10087,12647.652,1231.1837,384.7449,14263.5806,,78B030A2-087C-4184-A804-2074C244C0EC,2007-12-08
25986,3,2008-05-01,2008-05-13,2008-05-08,5,1,SO25986,,10-4030-025546,25546,,10,20779,20779,1,14653,242339Vi76016,11760,1179.47,94.3576,29.4868,1303.3144,,B5C30688-E094-478E-8E02-7681E7E61DA0,2008-05-08
16594,3,2007-12-18,2007-12-30,2007-12-25,5,1,SO16594,,10-4030-012199,12199,,1,17515,17515,1,9869,516650Vi50860,,120,9.6,3,132.6,,A4C1F976-2260-4AE8-90E4-337A1AE91A75,2007-12-25
27653,3,2008-05-25,2008-06-06,2008-06-01,5,1,SO27653,,10-4030-029423,29423,,7,26260,26260,1,4558,627747Vi23894,12024,21.49,1.7192,0.5373,23.7465,,3E35EBD8-5CFD-4DA7-8F44-040DBEC23314,2008-06-01
30298,3,2008-06-28,2008-07-10,2008-07-05,5,1,SO30298,,10-4030-019940,19940,,10,13997,13997,1,12360,320079Vi63938,12398,2439.99,195.1992,60.9998,2696.189,,6FF49A67-4C68-42E8-9FC8-1610B5873422,2008-07-05
21395,3,2008-02-28,2008-03-11,2008-03-06,5,1,SO21395,,10-4030-021839,21839,,10,24806,24806,1,17529,627275Vi91033,11067,92.48,7.3984,2.312,102.1904,,10AAA13E-7AE7-458F-BE3D-8CA7B992FEA7,2008-03-06
5777,3,2007-02-28,2007-03-12,2007-03-07,5,1,SO5777,,10-4030-017181,17181,,8,20564,20564,1,13293,1030572Vi68920,,2181.5625,174.525,54.5391,2410.6266,,42BF5902-483D-42BD-8ED1-76903C57DC29,2007-03-07
10963,3,2007-09-19,2007-10-01,2007-09-26,5,1,SO10963,,10-4030-018521,18521,,4,27908,27908,1,15787,224424Vi81606,,119.98,9.5984,2.9995,132.5779,,5C36F759-DEA7-487D-86F9-89E4173228C9,2007-09-26
10885,3,2007-09-18,2007-09-30,2007-09-25,5,1,SO10885,,10-4030-025152,25152,,4,12280,12280,1,1647,822092Vi8464,,34.89,2.7912,0.8723,38.5535,,3CD26F2D-4FE6-405A-B5FD-D09CFEFE4BF9,2007-09-25
18437,3,2008-01-15,2008-01-27,2008-01-22,5,1,SO18437,,10-4030-013003,13003,,9,24152,24152,1,702,1219006Vi3603,10578,159,12.72,3.975,175.695,,C53C6356-2BB0-4B6D-BE8F-5C749228869F,2008-01-22
23668,3,2008-04-01,2008-04-13,2008-04-08,5,0,SO23668,PO6380183020,10-4020-000597,29850,275,4,623,623,5,7001,97065Vi36405,,865.536,85.3996,26.6874,977.623,,E64E3F74-DFD1-4727-93CB-89340BA7A07F,2008-04-08
6371,3,2007-04-14,2007-04-26,2007-04-21,5,1,SO6371,,10-4030-027195,27195,,4,24942,24942,1,12630,730337Vi65337,,2071.4196,165.7136,51.7855,2288.9187,,2BF7EEE8-8BD9-417C-B50A-F75086ABDED7,2007-04-21
27420,3,2008-05-21,2008-06-02,2008-05-28,5,1,SO27420,,10-4030-026276,26276,,1,11652,11652,1,9118,939981Vi47037,,1312.82,105.0256,32.8205,1450.6661,,F9202E75-F403-477A-9F30-E06F38C1493A,2008-05-28
12686,3,2007-10-19,2007-10-31,2007-10-26,5,1,SO12686,,10-4030-020856,20856,,10,29793,29793,1,,,9615,1700.99,136.0792,42.5248,1879.594,,B20B7787-602D-44C1-9B8D-12216E8981F1,2007-10-26
30060,3,2008-06-25,2008-07-07,2008-07-02,5,1,SO30060,,10-4030-016332,16332,,9,22746,22746,1,2014,917606Vi10488,12360,110.96,8.8768,2.774,122.6108,,53E364B7-A409-4356-9772-E52732867B5B,2008-07-02
21052,3,2008-02-22,2008-03-05,2008-02-29,5,1,SO21052,,10-4030-011288,11288,,4,16378,16378,1,18186,1029110Vi94296,,74.98,5.9984,1.8745,82.8529,,178274CC-5C2C-4C37-8B15-C26BE42CA9A0,2008-02-29
28821,3,2008-06-08,2008-06-20,2008-06-15,5,1,SO28821,,10-4030-018860,18860,,1,11916,11916,1,2083,1236186Vi10863,,2394.97,191.5976,59.8743,2646.4419,,832A70F9-2614-4DFF-A0F2-1F73E94F58A4,2008-06-15
26861,3,2008-05-13,2008-05-25,2008-05-20,5,1,SO26861,,10-4030-025550,25550,,8,23288,23288,1,9438,742783Vi48668,,574.98,45.9984,14.3745,635.3529,,2B53B962-4EBF-40BD-80A1-C8A270BFFFE9,2008-05-20
13545,3,2007-11-01,2007-11-13,2007-11-08,5,1,SO13545,,10-4030-020106,20106,,6,19940,19940,1,12695,1222280Vi65671,9755,24.99,1.9992,0.6248,27.614,,FA1D8394-800D-40B6-913F-48E9F95B7891,2007-11-08
26680,3,2008-05-11,2008-05-23,2008-05-18,5,1,SO26680,,10-4030-015335,15335,,1,22070,22070,1,14009,425575Vi72643,,39.98,3.1984,0.9995,44.1779,,720A652C-7AC0-449A-AAAC-A0935CD8CFC6,2008-05-18
29198,3,2008-06-14,2008-06-26,2008-06-21,5,1,SO29198,,10-4030-017493,17493,,9,26902,26902,1,5685,1217497Vi29770,12239,75.97,6.0776,1.8993,83.9469,,80B4E03B-1C3A-4CFC-BACF-3F4295E9F388,2008-06-21
13547,3,2007-11-01,2007-11-13,2007-11-08,5,1,SO13547,,10-4030-013701,13701,,6,19214,19214,1,18453,722825Vi95823,9755,36.59,2.9272,0.9148,40.432,,364EF37A-CBD2-4072-9F6D-21F3FB2BAA99,2007-11-08
30338,3,2008-06-28,2008-07-10,2008-07-05,5,1,SO30338,,10-4030-018516,18516,,1,23203,23203,1,17649,436584Vi91583,,2404.91,192.3928,60.1228,2657.4256,,291E64B1-12D0-48AE-B551-F7B792CCC470,2008-07-05
1096,3,2005-12-01,2005-12-13,2005-12-08,5,0,SO1096,PO15834116970,10-4020-000417,29659,277,4,605,605,5,17935,95652Vi93027,,10830.1496,1041.7339,325.5419,12197.4254,,4B39CA3A-D39B-4B13-95F3-63292AFE0F2A,2005-12-08
10815,3,2007-09-16,2007-09-28,2007-09-23,5,1,SO10815,,10-4030-028949,28949,,9,23941,23941,1,9185,1039070Vi47412,9247,2473.05,197.844,61.8263,2732.7203,,00B61FBE-BDD6-4BAE-8F6C-E79A44CF8ADF,2007-09-23
28035,3,2008-05-31,2008-06-12,2008-06-07,5,1,SO28035,,10-4030-021957,21957,,9,29004,29004,1,4738,1216064Vi24846,12085,2475.95,198.076,61.8988,2735.9248,,1AE88641-3462-475F-9C9C-2B50CBCF5EC9,2008-06-07
24132,3,2008-04-07,2008-04-19,2008-04-14,5,1,SO24132,,10-4030-026284,26284,,1,23363,23363,1,989,722489Vi4959,,27.28,2.1824,0.682,30.1444,,3E636290-E3A9-40F5-91D7-900F33837A71,2008-04-14
27106,3,2008-05-17,2008-05-29,2008-05-24,5,1,SO27106,,10-4030-019339,19339,,8,23909,23909,1,2013,1120073Vi10482,,2351.96,188.1568,58.799,2598.9158,,0C732C30-5511-465E-A455-6E62C82848B7,2008-05-24
16279,3,2007-12-13,2007-12-25,2007-12-20,5,1,SO16279,,10-4030-022014,22014,,6,14694,14694,1,12645,126004Vi65421,10217,39.98,3.1984,0.9995,44.1779,,52055F24-BA43-466C-BF84-D5D820937A72,2007-12-20
2438,3,2006-05-01,2006-05-13,2006-05-08,5,0,SO2438,PO6960134279,10-4020-000532,29785,282,6,533,533,5,6191,118386Vi32168,3716,838.9178,80.5361,25.1675,944.6214,,5F26FE72-D1F5-4EAB-AA56-899767373877,2006-05-08
12681,3,2007-10-19,2007-10-31,2007-10-26,5,1,SO12681,,10-4030-015128,15128,,9,16168,16168,1,3294,617239Vi17325,9610,27.28,2.1824,0.682,30.1444,,753C394B-3783-4EA4-A901-384BFAC02B83,2007-10-26
